osd_id|label|bioarchive_code|ena_acc|biosample_acc|start_lat|start_lon|stop_lat|stop_lon|water_depth|local_date|local_start|local_end|start_date_time_utc|end_date_time_utc|site_name|iho_label|mrgid|protocol|objective|platform|device|description|water_temperature|salinity|biome|biome_id|feature|feature_id|material|material_id|ph|phosphate|nitrate|carbon_organic_particulate|nitrite|carbon_organic_dissolved_doc|nano_microplankton|downward_par|conductivity|primary_production_isotope_uptake|primary_production_oxygen|dissolved_oxygen_concentration|nitrogen_organic_particulate_pon|meso_macroplankton|bacterial_production_isotope_uptake|nitrogen_organic_dissolved_don|ammonium|silicate|bacterial_production_respiration|turbidity|fluorescence|pigment_concentration|picoplankton_flow_cytometry|dist_coast_m|dist_coast_iso3_code|longhurst_code|longhurst_descr|longhurst_dist_degrees|lme_name|lme_dist_m
145|OSD145_2014-06-21_0m_NPL022|ABOKM62|ERS667521|SAMEA3275507|51.361369|3.118856|51.361369|3.118856|0|2014-06-21|11:45:00+01|12:05:00+01|2014-06-21T10:45:00+00|2014-06-21T11:05:00+00|North Sea - Blankenberge|North Sea|2350|NPL022|Contribute as organized citizen scientist group to OSD. |Self-propelled small boat, Macilk|Sterile flask from surface water|OSD145stationBlankenbergeSelf-propelled small boat, MacilkNiskin2014-06-21T11:45:00Z|17|100|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|4528|BEL|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
146|OSD146_2014-06-21_5m_NPL022|ABOKL87|ERS667520|SAMEA3275506|78.453333|-2.829667|78.453333|-2.829667|5|2014-06-21|05:42:00+00|06:29:00+00|2014-06-21T05:42:00+00|2014-06-21T06:29:00+00|Fram Strait|Greenland Sea|2356|NPL022|OSD sampling 2014 Fram Strait, Arctic Ocean|RV Polarstern|CTD rosette|water sample obtained with CTD rosette|-1.61|33.78|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|0.85|5.4|NaN|0.08|NaN|NaN|NaN|26.78|NaN|NaN|358.41|NaN|NaN|NaN|NaN|3.26|3.8|NaN|NaN|NaN|NaN|NaN|295570|SJM|ARCT|Polar - Atlantic Arctic Province|0|Greenland Sea|0
147|OSD147_2014-06-21_0m_NPL022|ABOKM58|ERS667519|SAMEA3275505|8.873739|81.077344|8.873739|81.077344|0|2014-06-21|11:03:00+05:30|11:25:00+05:30|2014-06-21T05:33:00+00|2014-06-21T05:55:00+00|Rajarata|Bay of Bengal|4273|NPL022|To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies.|Seawater samples were collected from the location which is about 1.5-2 km away from the coast. A small boat with outboard engine used to reached to the location.|10L- Plastic bucket used to collect seawater from the surface. Multiparameter used to measure Conductivity, DO, pH and temperature.  Refractometer used to measure salinity|surface water sample from sea off Pulmoddai, Sri Lanka|28.8|33|marine biome|00000447|surface water|00002042|sea water|00002149|8.06|NaN|NaN|NaN|NaN|NaN|NaN|NaN|53.2|NaN|NaN|229.2|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1103|LKA|MONS|Trades - Indian Monsoon Gyres Province|0|Bay of Bengal|0
148|OSD148_2014-06-21_0m_NPL022|ABOKM51|ERS667518|SAMEA3275504|53.580926|8.148636|53.580926|8.148636|0|2014-06-21|09:45:00+01|10:00:00+01|2014-06-21T08:45:00+00|2014-06-21T09:00:00+00|Wadden Sea|North Sea|2350|NPL022|Integration of general public Coupling of Citclops data|SDN:L06:31 FB Otzum|Free falling water sampler (General Oceanics, Niskin sampling bottle)|1) discrete water sample with free falling water sampler 2) filtration of sample with vaccum pump, Sterivex filter used 3) immediate freezing at -20Â°C|17.77|31.14|estuarine biome|01000020|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|4060|NaN|NaN|9.1|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|6.69|NaN|NaN|254|DEU|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
149|OSD149_2014-06-21_0m_NE08|ABOKM92|ERS667516|""|-34.616|-54.266|-34.616|-54.266|0|2014-06-21|11:40:00-03|11:50:00-03|2014-06-21T14:40:00+00|2014-06-21T14:50:00+00|Laguna Rocha Norte|South Atlantic Ocean|1914|NE08|Participation at OSD june 2014|Zodiac, carboys|Acid rinsed plastic Carboys|costal lagoon norte|10.98|14.3|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|3.8|NaN|NaN|383.333|NaN|NaN|17.33|NaN|NaN|NaN|NaN|NaN|NaN|NaN|7.7|NaN|NaN|NaN|NaN|NaN|NaN|0|URY|BRAZ|Coastal - Brazil Current Coastal Province|0|Patagonian Shelf|0
149|OSD149_2014-06-21_0m_NPL022|ABOKN08|ERS667517|""|-34.616|-54.266|-34.616|-54.266|0|2014-06-21|11:40:00-03|11:50:00-03|2014-06-21T14:40:00+00|2014-06-21T14:50:00+00|Laguna Rocha Norte|South Atlantic Ocean|1914|NPL022|Participate at OSD june 2014|Zodiac, carboys|Acid rinsed plastic Carboys|Coastal lagoon North|10.98|14.3|marine biome|00000447|lagoon|00000038|coastal sea water|00002150|NaN|NaN|3.8|NaN|NaN|383.333|NaN|NaN|20940|NaN|NaN|NaN|NaN|NaN|NaN|NaN|7.7|NaN|NaN|NaN|NaN|NaN|NaN|0|URY|BRAZ|Coastal - Brazil Current Coastal Province|0|Patagonian Shelf|0
150|OSD150_2014-06-21_0m_NPL022|ABOKN05|ERS667515|""|-34.666|-54.2752|-34.666|-54.2752|0|2014-06-21|12:00:00-03|12:10:00-03|2014-06-21T15:00:00+00|2014-06-21T15:10:00+00|Laguna Rocha Sur|South Atlantic Ocean|1914|NPL022|Participation at OSD june 2014|Zodiac, carboys|Acid rinsed plastic Carboys|Costal Rochas lagoon|9.99|18|marine biome|00000447|lagoon|00000038|coastal sea water|00002150|NaN|NaN|3.5|NaN|NaN|366.667|NaN|NaN|20.94|NaN|NaN|NaN|NaN|NaN|NaN|NaN|11.2|NaN|NaN|NaN|NaN|NaN|NaN|0|URY|BRAZ|Coastal - Brazil Current Coastal Province|0|Patagonian Shelf|0
151|OSD151_2014-06-21_0m_NPL022|ABOKM33|ERS667514|""|-34.7|-54.266|-34.7|-54.266|0|2014-06-21|11:30:00-03|12:00:00-03|2014-06-21T14:30:00+00|2014-06-21T15:00:00+00|South Atlantic Microbial Observatory|South Atlantic Ocean|1914|NPL022|Participation at OSD june 2014|Zodiac, carboys|Acid rinsed plastic Carboys|Many particles in the water|11.67|32.86|marine biome|00000447|surface water|00002042|sea water|00002149|8.16|NaN|21.7|NaN|1.1|233.333|NaN|NaN|37.5|NaN|NaN|15.6|NaN|NaN|NaN|NaN|11.2|NaN|NaN|NaN|NaN|NaN|NaN|0|URY|BRAZ|Coastal - Brazil Current Coastal Province|0|Patagonian Shelf|0
151|OSD151_2014-06-21_0m_NE08|ABOKM75|ERS667513|""|-34.7|-54.266|-34.7|-54.266|0|2014-06-21|11:30:00-03|12:00:00-03|2014-06-21T14:30:00+00|2014-06-21T15:00:00+00|South Atlantic Microbial Observatory|South Atlantic Ocean|1914|NE08|Participate at the OSD june 2014|Zodiac, carboys|Acid rinsed plastic Carboys|Many particles in the water|11.67|32.86|marine biome|00000447|surface water|00002042|sea water|00002149|8.16|NaN|21.7|NaN|1.1|233.333|NaN|NaN|37.5|NaN|NaN|696.7|NaN|NaN|NaN|NaN|11.2|NaN|NaN|NaN|NaN|NaN|NaN|0|URY|BRAZ|Coastal - Brazil Current Coastal Province|0|Patagonian Shelf|0
152|OSD152_2014-06-20_1m_NPL022|ABOKM06|ERS667509|SAMEA3275500|44.6936|-63.6403|44.6936|-63.6403|1|2014-06-20|12:10:30-04|12:15:00-04|2014-06-20T16:10:30+00|2014-06-20T16:15:00+00|Compass Buoy Station - Bedford Basin|North Atlantic Ocean|1912|NPL022|Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php|dive vessel, Eastcom|10L Niskin|1m - cast 2|12.8|28.9|neritic epipelagic zone biome|01000042|natural harbor|00000465|coastal sea water|00002150|8.2|NaN|NaN|NaN|NaN|NaN|NaN|2.58|3437|NaN|NaN|294|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|2.2|NaN|NaN|0|CAN|NWCS|Coastal - NW Atlantic Shelves Province|0|Scotian Shelf|0
152|OSD152_2014-06-20_1m_NE08|ABOKM82|ERS667510|SAMEA3275501|44.6936|-63.6403|44.6936|-63.6403|1|2014-06-20|11:54:00-04|11:59:00-04|2014-06-20T15:54:00+00|2014-06-20T15:59:00+00|Compass Buoy Station - Bedford Basin|North Atlantic Ocean|1912|NE08|Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php|dive vessel, Eastcom|10L Niskin|1m - cast 1 for eukaryotes|12.8|28.9|neritic epipelagic zone biome|01000042|natural harbor|00000465|coastal sea water|00002150|8.2|NaN|NaN|NaN|NaN|NaN|NaN|2.58|3437|NaN|NaN|294|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|2.2|NaN|NaN|0|CAN|NWCS|Coastal - NW Atlantic Shelves Province|0|Scotian Shelf|0
152|OSD152_2014-06-20_5m_NPL022|ABOKL96|ERS667511|SAMEA3275502|44.6936|-63.6403|44.6936|-63.6403|5|2014-06-20|12:30:00-04|12:35:00-04|2014-06-20T16:30:00+00|2014-06-20T16:35:00+00|Compass Buoy Station - Bedford Basin|North Atlantic Ocean|1912|NPL022|Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php|dive vessel, Eastcom|10L Niskin|5m - cast 2|10.8|29.8|neritic epipelagic zone biome|01000042|natural harbor|00000465|coastal sea water|00002150|8.2|NaN|NaN|NaN|NaN|NaN|NaN|2.33|3363|NaN|NaN|304|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|3.5|NaN|NaN|0|CAN|NWCS|Coastal - NW Atlantic Shelves Province|0|Scotian Shelf|0
152|OSD152_2014-06-20_10m_NPL022|ABOKM09|ERS667512|SAMEA3275503|44.6936|-63.6403|44.6936|-63.6403|10|2014-06-20|12:50:00-04|12:59:00-04|2014-06-20T16:50:00+00|2014-06-20T16:59:00+00|Compass Buoy Station - Bedford Basin|North Atlantic Ocean|1912|NPL022|Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program:  http://www.bio.gc.ca/science/monitoring-monitorage/bbmp-pobb/bbmp-pobb-eng.php|dive vessel, Eastcom|10L Niskin|10m - cast 2|8.5|30.1|neritic epipelagic zone biome|01000042|natural harbor|00000465|coastal sea water|00002150|8.2|NaN|NaN|NaN|NaN|NaN|NaN|2|3218|NaN|NaN|294|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|4.2|NaN|NaN|0|CAN|NWCS|Coastal - NW Atlantic Shelves Province|0|Scotian Shelf|0
153|OSD153_2014-06-21_0m_NPL022|ABOKL66|ERS667508|SAMEA3275499|36.997655|-7.981656|36.997655|-7.981656|0|2014-06-21|10:15:00+00|10:35:00+00|2014-06-21T10:15:00+00|2014-06-21T10:35:00+00|Faro Island|North Atlantic Ocean|1912|NPL022|Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).|On Site Access|5L Plastic water Gallons, Disinfected|Surface water from the costal Faro Island. Five samples were taken for amplicon and metagenomic Sequencing. |21.1|34.4|marine biome|00000447|surface water|00002042|coastal sea water|00002150|8.15|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|8.83|NaN|NaN|NaN|NaN|0.3839|NaN|NaN|NaN|NaN|NaN|NaN|0|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0|Iberian Coastal|0
155|OSD155_2014-06-21_12.8m_NPL022|ABOKL53|ERS667505|SAMEA3275496|59.81618|10.59863|59.81618|10.59863|12.8|2014-06-21|08:00:00+01|11:00:00+01|2014-06-21T07:00:00+00|2014-06-21T10:00:00+00|Steilene Oslofjord|Skaggerak|2379|NPL022|Testing the hands OSD concept for future use with students  and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene|C4 Bombard|Water sample with  1 bucket a 5 L  deployed 2x at  1 m (HCL washed)|A sheltered location at the latitude of a realtime weather station http://www.steilene.nortek.no  In total 10 liter of sweater was sampled and filtered /subsampled( Parallels)  as follows by different groups of pupils:|18.7|30.054|marine pelagic biome|01000023|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1278|NOR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
155|OSD155_2014-06-21_1m_NPL022|ABOKL52|ERS667506|SAMEA3275497|59.81618|10.59863|59.81618|10.59863|1|2014-06-21|08:00:00+01|11:00:00+01|2014-06-21T07:00:00+00|2014-06-21T10:00:00+00|Steilene Oslofjord|Skaggerak|2379|NPL022|Testing the hands OSD concept for future use with students  and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene|C4 Bombard|Water sample with  1 bucket a 5 L  deployed 2x at  1 m (HCL washed)|A sheltered location at the latitude of a realtime weather station http://www.steilene.nortek.no  In total 10 liter of sweater was sampled and filtered /subsampled( Parallels)  as follows by different groups of pupils:|18.7|30.054|marine pelagic biome|01000023|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1278|NOR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
156|OSD156_2014-06-21_1m_NPL022|ABOKL51|ERS667503|SAMEA3275494|59.89961|10.71999|59.89961|10.71999|1|2014-06-21|11:00:00+01|13:00:00+01|2014-06-21T10:00:00+00|2014-06-21T12:00:00+00|KAVRINGEN ligthouse|Skaggerak|2379|NPL022|Testing the hands OSD concept for future use with students  and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour  possibly status of pops and microplastics Note Due too unforeseen  logistics Kavringen was selected instead of Hvaler coral site .|OSF|1 bucket a 5 L  deployed x at  1 m|OSD156_n_1m 4.5 Liters sampled  Weather conditions http://www.yr.no/place/Norway/Oslo/Oslo/Kavringen/almanakk.html?dato=2014-06-21 Other paremeters will be available http://www.aquamonitor.no/oslofjord/ site kavringen The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected  Total Volume 4.5 filtered in smaller volumes 6 filters used labelled   OSD_156_1_m1  OSD_156_2_m1  OSD_156_3_m1  OSD_156_4_m1  OSD_156_5_m1  OSD_156_6_m1 All filtering was done by syringe and hand |17.8|30.054|marine pelagic biome|01000023|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|769|NOR|NECS|Coastal - NE Atlantic Shelves Province|0.00402681951920304|North Sea|189
156|OSD156_2014-06-21_11.8m_NPL022|ABOKL50|ERS667504|SAMEA3275495|59.89961|10.71999|59.89961|10.71999|11.8|2014-06-21|11:00:00+01|13:00:00+01|2014-06-21T10:00:00+00|2014-06-21T12:00:00+00|KAVRINGEN ligthouse|Skaggerak|2379|NPL022|Testing the hands OSD concept for future use with students  and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour  possibly status of pops and microplastics Note Due too unforeseen  logistics Kavringen was selected instead of Hvaler coral site .|OSF|1 bucket a 5 L  deployed x at  1 m|OSD156_n_1m 4.5 Liters sampled  Weather conditions http://www.yr.no/place/Norway/Oslo/Oslo/Kavringen/almanakk.html?dato=2014-06-21 Other paremeters will be available http://www.aquamonitor.no/oslofjord/ site kavringen The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected  Total Volume 4.5 filtered in smaller volumes 6 filters used labelled   OSD_156_1_m1  OSD_156_2_m1  OSD_156_3_m1  OSD_156_4_m1  OSD_156_5_m1  OSD_156_6_m1 All filtering was done by syringe and hand |17.8|30.054|marine pelagic biome|01000023|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|769|NOR|NECS|Coastal - NE Atlantic Shelves Province|0.00402681951920304|North Sea|189
157|OSD157_2014-06-20_80m_NPL022|ABOKL48|ERS667501|SAMEA3275492|59.6220|10.6282|59.6220|10.6282|80|2014-06-20|10:00:00+01|12:30:00+01|2014-06-20T09:00:00+00|2014-06-20T11:30:00+00|Drøbak, Oslofjorden (ELLEIm2)|Skaggerak|2379|NPL022|Testing the hands OSD concept for future use with students  and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2|Trygve Braarud  http://www.marinetraffic.com/ais/details/ships/257059600/vessel:TRYGVE_BRAARUD|Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m|Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were   kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m |11.5|34.7|marine pelagic biome|01000023|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|469|NOR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
157|OSD157_2014-06-20_1m_NPL022|ABOKL49|ERS667502|SAMEA3275493|59.6220|10.6282|59.6220|10.6282|1|2014-06-20|10:00:00+01|12:30:00+01|2014-06-20T09:00:00+00|2014-06-20T11:30:00+00|Drøbak, Oslofjorden (ELLEIm2)|Skaggerak|2379|NPL022|Testing the hands OSD concept for future use with students  and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2|Trygve Braarud  http://www.marinetraffic.com/ais/details/ships/257059600/vessel:TRYGVE_BRAARUD|Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m|Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were   kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m |18|26.115|marine pelagic biome|01000023|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|469|NOR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
158|OSD158_2014-06-21_0m_NPL022|ABOKM56|ERS667500|SAMEA3275491|37.4328|-25.19|37.4328|-25.19|0|2014-06-21|10:20:00-01|11:00:00-01|2014-06-21T11:20:00+00|2014-06-21T12:00:00+00|Sao Miguel Azores II|North Atlantic Ocean|1912|NPL022|Microbial environmenta Characterization|Zephirus (zodiac)|Bucket|Seawater surface water|19.2|35.7|marine biome|00000447|surface water|00002042|sea water|00002149|7.43|NaN|NaN|NaN|NaN|NaN|NaN|NaN|26.9|NaN|NaN|327.5|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.4|NaN|NaN|NaN|33331|PRT|NASE|Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)|0||
162|OSD162_2014-06-23_1m_NPL022|ABOKM70|ERS667498|SAMEA3275489|56.9631|-2.1031|56.9631|-2.1031|1|2014-06-23|11:00:00+00|11:00:00+00|2014-06-23T11:00:00+00|2014-06-23T11:00:00+00|Stonehaven|North Sea|2350|NPL022|The Stonehaven site is a part of Marine Scotland's coastal ecosystem monitoring programme.|The sampling site is 5km offshore and sampling is performed from a boat. Sampling for OSD was performed using a 10m Lund tube.|A 10m Lund tube was used to collect water for the OSD samples.|Sample is an integrated tube sample from 0 - 10m|12.2|34.3163|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|5358|GBR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
163|OSD163_2014-06-20_2m_NPL022|ABOKN02|ERS667497|SAMEA3275488|58.957|-2.9726|58.957|-2.9726|2|2014-06-20|12:00:00+00|12:00:00+00|2014-06-20T12:00:00+00|2014-06-20T12:00:00+00|Scapa|North Sea|2350|NPL022|This site is part of Marine Scotland Science's coastal ecosystem monitoring programme|pier|bucket|This is a surface sample|11.7|34.445|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|81|GBR|NECS|Coastal - NE Atlantic Shelves Province|0.0175251059937738|North Sea|240
165|OSD165_2014-06-23_2m_NPL022|ABOKM31|ERS667496|SAMEA3275487|57.8498|-5.6495|57.8498|-5.6495|2|2014-06-23|09:00:00+00|09:00:00+00|2014-06-23T09:00:00+00|2014-06-23T09:00:00+00|Loch Ewe|Inner Seas off the West Coast of Scotland|4283|NPL022|This site is part of Marine Scotland Science's coastal ecosystem monitoring programme.|Boat|Bucket|This is a sample taken from Loch Ewe as part of Marine Scotland's coastal ecosystem monitoring programme|14.3|32.4453|marine biome|00000447|bay|00000032|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|508|GBR|NECS|Coastal - NE Atlantic Shelves Province|0|Celtic-Biscay Shelf|0
166|OSD166_2014-06-21_0.5m_NPL022|ABOKL84|ERS667495|SAMEA3275486|43.2655|-2.89966|43.43287|-2.90056|0.5|2014-06-21|10:48:00+01|10:58:00+01|2014-06-21T09:48:00+00|2014-06-21T09:58:00+00|Armintza|||NPL022|A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.|Commercial vessel , Crusoe Tresure underwater cellar|5 L Bucket|Surface water Sample collected in Armintza. South Bay of Biscay|17.88|35.05|marine pelagic biome|01000023|pelagic isothermal surface|01000080|oligotrophic water|00002223|8.1|2.79|95.15|NaN|0.03347|NaN|NaN|NaN|45.83|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.35|NaN|0|ESP|CNRY|Coastal - Canary Coastal Province (EACB)|0.153241929718634||
167|OSD167_2014-06-21_0.1m_NPL022|ABOKM29|ERS667494|SAMEA3275485|65.7064|-18.1181|65.7064|-18.1181|0.1|2014-06-21|14:15:00+00|15:30:00+00|2014-06-21T14:15:00+00|2014-06-21T15:30:00+00|Eyafjordur_6|Greenland Sea|2356|NPL022|Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland|Coastline|Plastic container 5 L|Shore samples, collecter stepped into water and filled containers with surface water|11|1.1|marine biome|00000447|fjord|00000039|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1.1|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|100|ISL|ARCT|Polar - Atlantic Arctic Province|0|Iceland Shelf and Sea|0
168|OSD168_2014-06-21_2m_NPL022|ABOKL88|ERS667493|SAMEA3275484|38.41333|27.03421|38.41333|27.03421|2|2014-06-21|11:15:10+02|11:55:10+02|2014-06-21T09:15:10+00|2014-06-21T09:55:10+00|IMST_izmir|Aegean Sea|3315|NPL022|Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014.|R/V K Piri Reis deck|Nansen Bottle|It was a sunny day. Sea colour was close to green and it was turbid in the port (on-board sampling). |25.7352|38.301|marine biome|00000447|surface water|00002042|coastal sea water|00002150|8.29|4.563|0.123|357.96|0.196|NaN|6601571754|NaN|58.32|NaN|NaN|268.671|0.399|NaN|NaN|NaN|0.671|3.83|NaN|NaN|NaN|9.057|NaN|0|TUR|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
169|OSD169_2014-06-21_0.1m_NPL022|ABOKM30|ERS667492|SAMEA3275483|51.796139|1.012958|51.796139|1.012958|0.1|2014-06-21|11:49:00+00|12:09:00+00|2014-06-21T11:49:00+00|2014-06-21T12:09:00+00|Brightlingsea Reach, Essex|North Sea|2350|NPL022|Sampling for OSD|Essex Research Boat|Bucket|Sampling for OSD. Sunny, clear skies. Filtered 500 mL seawater onto Sterivex filters (0.22 um) for DNA  extraction Filtered 100 mL seawater onto glassfibre (Fisher MF-300, 25 mm, 0.7 um poresize) for particulate chlorophyll-a and dissovled nutrients etc.  Many ctenophores (Pleurobrachia sp.)|18.5|35.2|marine biome|00000447|surface water|00002042|sea water|00002149|8.28|1.426|3.842|NaN|1.712|NaN|NaN|NaN|35.2|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.458|7.554|NaN|NaN|NaN|NaN|NaN|480|GBR|NECS|Coastal - NE Atlantic Shelves Province|0.000110907663007154|North Sea|0
170|OSD170_2014-06-25_3m_NPL022|""|ERS667491|SAMEA3275482|51.269517|2.9047|51.2695|2.90465|3|2014-06-25|06:04:57+01|06:05:02+01|2014-06-25T05:04:57+00|2014-06-25T05:05:02+00|130|North Sea|2350|NPL022|During Lifewatch monitoring campaign we sampled for OSD as well. |RV Simon Stevin|6 Niskins were deployed on a CTD-Rosette|OSD170station130RV Simon StevinNiskin2014-06-25T04:04:57Z/2014-06-25T04:05:02Z |18.6188|32.2575|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|43.251|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|47.8778|NaN|NaN|NaN|3489|BEL|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
